date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
1960-09-01,7.02,1.07,7,"1953-09-01 1959-09-01",94.51,1.51,7,"1953-09-01 1959-09-01",15.29,1.62,16,"1944-09-01 1959-09-01",21.39,0.71,7,"1953-09-01 1959-09-01",0.8,1.16,7,"1953-09-01 1959-09-01",53.16,1.91,7,"1953-09-01 1959-09-01",2.68,1,16,"1944-09-01 1959-09-01",2.06,0.99,7,"1953-09-01 1959-09-01",46.88,17.36,16,"1944-09-01 1959-09-01",,,,,,,,,0,0,5,"1955-09-01 1959-09-01",,,,
1960-08-01,12.66,0.94,7,"1953-08-01 1959-08-01",95.25,2.01,7,"1953-08-01 1959-08-01",21.49,1.82,16,"1944-08-01 1959-08-01",20.07,1.64,7,"1953-08-01 1959-08-01",6.05,0.83,7,"1953-08-01 1959-08-01",48.44,5.83,7,"1953-08-01 1959-08-01",7.02,1.18,16,"1944-08-01 1959-08-01",1.23,0.47,7,"1953-08-01 1959-08-01",65.22,23.13,16,"1944-08-01 1959-08-01",,,,,,,,,0,0,5,"1955-08-01 1959-08-01",,,,
1960-07-01,13.6,0.45,7,"1953-07-01 1959-07-01",93.46,1.52,7,"1953-07-01 1959-07-01",23.5,0.66,16,"1944-07-01 1959-07-01",20.45,2.33,7,"1953-07-01 1959-07-01",6.9,0.84,7,"1953-07-01 1959-07-01",45.43,3.23,7,"1953-07-01 1959-07-01",8.72,0.93,16,"1944-07-01 1959-07-01",1.29,0.22,7,"1953-07-01 1959-07-01",70.12,24.85,16,"1944-07-01 1959-07-01",,,,,,,,,0,0,5,"1955-07-01 1959-07-01",,,,
1960-06-01,9.64,0.98,7,"1953-06-01 1959-06-01",91.34,2.15,7,"1953-06-01 1959-06-01",20.5,1.47,16,"1944-06-01 1959-06-01",20.87,2.94,7,"1953-06-01 1959-06-01",2.85,1.58,7,"1953-06-01 1959-06-01",41.98,3.35,7,"1953-06-01 1959-06-01",5.51,1.48,16,"1944-06-01 1959-06-01",1.52,0.91,7,"1953-06-01 1959-06-01",60.46,33.64,16,"1944-06-01 1959-06-01",,,,,,,,,0,0,5,"1955-06-01 1959-06-01",,,,
1960-05-01,4.34,1.18,7,"1953-05-01 1959-05-01",87.35,3.77,7,"1953-05-01 1959-05-01",16.31,2.37,16,"1944-05-01 1959-05-01",23.04,3,7,"1953-05-01 1959-05-01",-2.78,1.45,7,"1953-05-01 1959-05-01",37.17,6.46,7,"1953-05-01 1959-05-01",1.57,1.71,16,"1944-05-01 1959-05-01",1.84,0.46,7,"1953-05-01 1959-05-01",26.86,14.29,16,"1944-05-01 1959-05-01",,,,,,,,,0.3,0.66,5,"1955-05-01 1959-05-01",,,,
1960-04-01,-2.17,2.87,7,"1953-04-01 1959-04-01",87.99,3.95,7,"1953-04-01 1959-04-01",7.48,4.17,16,"1944-04-01 1959-04-01",21.96,1.38,7,"1953-04-01 1959-04-01",-9.95,4.11,7,"1953-04-01 1959-04-01",42.54,4.07,7,"1953-04-01 1959-04-01",-5.75,3.99,16,"1944-04-01 1959-04-01",2.01,0.69,7,"1953-04-01 1959-04-01",20.43,11.63,16,"1944-04-01 1959-04-01",,,,,,,,,6.6,3.91,5,"1955-04-01 1959-04-01",,,,
1960-03-01,-7.91,2.88,7,"1953-03-01 1959-03-01",87.86,3.67,7,"1953-03-01 1959-03-01",-1.99,3.3,16,"1944-03-01 1959-03-01",20.21,2.04,7,"1953-03-01 1959-03-01",-18.38,3.81,7,"1953-03-01 1959-03-01",53.8,3.6,7,"1953-03-01 1959-03-01",-15.81,3.77,16,"1944-03-01 1959-03-01",2.2,0.71,7,"1953-03-01 1959-03-01",17.41,14.78,16,"1944-03-01 1959-03-01",,,,,,,,,36.6,14.78,5,"1955-03-01 1959-03-01",,,,
1960-02-01,-13.59,3.56,7,"1953-02-01 1959-02-01",87.89,4.46,7,"1953-02-01 1959-02-01",-10.99,3.81,16,"1944-02-01 1959-02-01",19.93,2.1,7,"1953-02-01 1959-02-01",-25.01,4.03,7,"1953-02-01 1959-02-01",61.96,5.55,7,"1953-02-01 1959-02-01",-23.6,3.73,16,"1944-02-01 1959-02-01",1.41,0.47,7,"1953-02-01 1959-02-01",17.78,14.18,16,"1944-02-01 1959-02-01",,,,,,,,,38.7,15.57,5,"1955-02-01 1959-02-01",,,,
1960-01-01,-19.97,5.04,7,"1953-01-01 1959-01-01",85.47,7.17,7,"1953-01-01 1959-01-01",-15.35,5.75,16,"1944-01-01 1959-01-01",17,3.17,7,"1953-01-01 1959-01-01",-29.73,5.13,7,"1953-01-01 1959-01-01",64.25,11.72,7,"1953-01-01 1959-01-01",-26.25,5.8,16,"1944-01-01 1959-01-01",1.51,1.26,7,"1953-01-01 1959-01-01",20.43,11.75,16,"1944-01-01 1959-01-01",,,,,,,,,31.5,15.54,5,"1955-01-01 1959-01-01",,,,
1959-12-01,-14.24,4.35,6,"1953-12-01 1958-12-01",84.6,5.13,6,"1953-12-01 1958-12-01",-12.31,4.33,15,"1944-12-01 1958-12-01",19.09,0.8,6,"1953-12-01 1958-12-01",-23.97,5.54,6,"1953-12-01 1958-12-01",63.63,9.05,6,"1953-12-01 1958-12-01",-22.08,4.69,15,"1944-12-01 1958-12-01",1.43,0.33,6,"1953-12-01 1958-12-01",22.24,11.51,15,"1944-12-01 1958-12-01",,,,,,,,,22,11.12,4,"1955-12-01 1958-12-01",,,,
1959-11-01,-6.44,4.78,6,"1953-11-01 1958-11-01",88.49,4.36,6,"1953-11-01 1958-11-01",-3.27,4.54,15,"1944-11-01 1958-11-01",19.13,2.18,6,"1953-11-01 1958-11-01",-14.76,6.01,6,"1953-11-01 1958-11-01",64.49,6.4,6,"1953-11-01 1958-11-01",-12.24,4.62,15,"1944-11-01 1958-11-01",1.43,0.52,6,"1953-11-01 1958-11-01",21.75,14.39,15,"1944-11-01 1958-11-01",,,,,,,,,7.5,5.89,4,"1955-11-01 1958-11-01",,,,
1959-10-01,1.02,0.98,6,"1953-10-01 1958-10-01",90.2,1.81,6,"1953-10-01 1958-10-01",8.66,2.73,15,"1944-10-01 1958-10-01",22.05,1.78,6,"1953-10-01 1958-10-01",-5.53,1.34,6,"1953-10-01 1958-10-01",51.07,4.75,6,"1953-10-01 1958-10-01",-2.86,1.76,15,"1944-10-01 1958-10-01",1.87,0.82,6,"1953-10-01 1958-10-01",20.77,14.35,15,"1944-10-01 1958-10-01",,,,,,,,,0.7,0.48,4,"1955-10-01 1958-10-01",,,,
1959-09-01,7.05,1.15,6,"1953-09-01 1958-09-01",94.32,1.55,6,"1953-09-01 1958-09-01",15.42,1.59,15,"1944-09-01 1958-09-01",21.22,0.63,6,"1953-09-01 1958-09-01",0.87,1.24,6,"1953-09-01 1958-09-01",53.26,2.05,6,"1953-09-01 1958-09-01",2.65,1.03,15,"1944-09-01 1958-09-01",1.71,0.5,6,"1953-09-01 1958-09-01",46.04,17.61,15,"1944-09-01 1958-09-01",,,,,,,,,0,0,4,"1955-09-01 1958-09-01",,,,
1959-08-01,12.97,0.59,6,"1953-08-01 1958-08-01",94.88,1.93,6,"1953-08-01 1958-08-01",21.8,1.38,15,"1944-08-01 1958-08-01",20.01,1.76,6,"1953-08-01 1958-08-01",6.14,0.86,6,"1953-08-01 1958-08-01",46.56,3.89,6,"1953-08-01 1958-08-01",7.03,1.22,15,"1944-08-01 1958-08-01",1.16,0.48,6,"1953-08-01 1958-08-01",61.13,17.38,15,"1944-08-01 1958-08-01",,,,,,,,,0,0,4,"1955-08-01 1958-08-01",,,,
1959-07-01,13.65,0.46,6,"1953-07-01 1958-07-01",93.72,1.49,6,"1953-07-01 1958-07-01",23.45,0.66,15,"1944-07-01 1958-07-01",20.08,2.32,6,"1953-07-01 1958-07-01",7.11,0.72,6,"1953-07-01 1958-07-01",46.56,1.81,6,"1953-07-01 1958-07-01",8.71,0.96,15,"1944-07-01 1958-07-01",1.26,0.22,6,"1953-07-01 1958-07-01",71.77,24.79,15,"1944-07-01 1958-07-01",,,,,,,,,0,0,4,"1955-07-01 1958-07-01",,,,
1959-06-01,9.68,1.06,6,"1953-06-01 1958-06-01",91.15,2.27,6,"1953-06-01 1958-06-01",20.64,1.42,15,"1944-06-01 1958-06-01",20.64,3.12,6,"1953-06-01 1958-06-01",2.99,1.66,6,"1953-06-01 1958-06-01",42.36,3.48,6,"1953-06-01 1958-06-01",5.54,1.52,15,"1944-06-01 1958-06-01",1.39,0.92,6,"1953-06-01 1958-06-01",58.82,34.12,15,"1944-06-01 1958-06-01",,,,,,,,,0,0,4,"1955-06-01 1958-06-01",,,,
1959-05-01,4.73,0.74,6,"1953-05-01 1958-05-01",86.98,3.96,6,"1953-05-01 1958-05-01",16.59,2.2,15,"1944-05-01 1958-05-01",22.8,3.18,6,"1953-05-01 1958-05-01",-2.31,0.93,6,"1953-05-01 1958-05-01",36.7,6.86,6,"1953-05-01 1958-05-01",1.8,1.51,15,"1944-05-01 1958-05-01",1.83,0.5,6,"1953-05-01 1958-05-01",26.66,14.74,15,"1944-05-01 1958-05-01",,,,,,,,,0,0,4,"1955-05-01 1958-05-01",,,,
1959-04-01,-2.44,3.01,6,"1953-04-01 1958-04-01",88.35,4.16,6,"1953-04-01 1958-04-01",7.37,4.28,15,"1944-04-01 1958-04-01",21.71,1.34,6,"1953-04-01 1958-04-01",-10.19,4.39,6,"1953-04-01 1958-04-01",43.53,3.52,6,"1953-04-01 1958-04-01",-5.89,4.08,15,"1944-04-01 1958-04-01",1.77,0.38,6,"1953-04-01 1958-04-01",20.24,11.99,15,"1944-04-01 1958-04-01",,,,,,,,,6.6,4.37,4,"1955-04-01 1958-04-01",,,,
1959-03-01,-8.41,2.82,6,"1953-03-01 1958-03-01",87.57,3.89,6,"1953-03-01 1958-03-01",-2.2,3.3,15,"1944-03-01 1958-03-01",19.97,2.11,6,"1953-03-01 1958-03-01",-18.86,3.92,6,"1953-03-01 1958-03-01",54.32,3.63,6,"1953-03-01 1958-03-01",-16.08,3.74,15,"1944-03-01 1958-03-01",2.11,0.72,6,"1953-03-01 1958-03-01",17.17,15.24,15,"1944-03-01 1958-03-01",,,,,,,,,37.4,16.43,4,"1955-03-01 1958-03-01",,,,
1959-02-01,-13.9,3.75,6,"1953-02-01 1958-02-01",87.73,4.79,6,"1953-02-01 1958-02-01",-11.26,3.78,15,"1944-02-01 1958-02-01",19.85,2.26,6,"1953-02-01 1958-02-01",-24.83,4.32,6,"1953-02-01 1958-02-01",62.92,5.43,6,"1953-02-01 1958-02-01",-23.68,3.84,15,"1944-02-01 1958-02-01",1.46,0.49,6,"1953-02-01 1958-02-01",17.83,14.64,15,"1944-02-01 1958-02-01",,,,,,,,,38.3,17.38,4,"1955-02-01 1958-02-01",,,,
1959-01-01,-19.07,4.89,6,"1953-01-01 1958-01-01",85.02,7.65,6,"1953-01-01 1958-01-01",-14.93,5.69,15,"1944-01-01 1958-01-01",16.39,3.03,6,"1953-01-01 1958-01-01",-28.94,5.13,6,"1953-01-01 1958-01-01",64.94,12.52,6,"1953-01-01 1958-01-01",-25.93,5.86,15,"1944-01-01 1958-01-01",1.17,1.04,6,"1953-01-01 1958-01-01",19.11,10.92,15,"1944-01-01 1958-01-01",,,,,,,,,30.7,17.28,4,"1955-01-01 1958-01-01",,,,
1958-12-01,-14.19,4.77,5,"1953-12-01 1957-12-01",83.73,5.19,5,"1953-12-01 1957-12-01",-12.34,4.48,14,"1944-12-01 1957-12-01",19.16,0.86,5,"1953-12-01 1957-12-01",-24,6.07,5,"1953-12-01 1957-12-01",62.07,9.15,5,"1953-12-01 1957-12-01",-22.22,4.82,14,"1944-12-01 1957-12-01",1.35,0.31,5,"1953-12-01 1957-12-01",21.39,11.45,14,"1944-12-01 1957-12-01",,,,,,,,,23.4,12.51,3,"1955-12-01 1957-12-01",,,,
1958-11-01,-6.14,5.18,5,"1953-11-01 1957-11-01",88.28,4.75,5,"1953-11-01 1957-11-01",-3.24,4.69,14,"1944-11-01 1957-11-01",19.28,2.36,5,"1953-11-01 1957-11-01",-14.52,6.56,5,"1953-11-01 1957-11-01",64.47,7.02,5,"1953-11-01 1957-11-01",-12.2,4.78,14,"1944-11-01 1957-11-01",1.43,0.57,5,"1953-11-01 1957-11-01",22.23,14.78,14,"1944-11-01 1957-11-01",,,,,,,,,9.1,6.07,3,"1955-11-01 1957-11-01",,,,
1958-10-01,0.95,1.06,5,"1953-10-01 1957-10-01",90.03,1.94,5,"1953-10-01 1957-10-01",8.53,2.78,14,"1944-10-01 1957-10-01",22.12,1.94,5,"1953-10-01 1957-10-01",-5.71,1.4,5,"1953-10-01 1957-10-01",52.03,4.65,5,"1953-10-01 1957-10-01",-2.96,1.78,14,"1944-10-01 1957-10-01",1.83,0.89,5,"1953-10-01 1957-10-01",21.24,14.74,14,"1944-10-01 1957-10-01",,,,,,,,,0.8,0.47,3,"1955-10-01 1957-10-01",,,,
1958-09-01,7.16,1.23,5,"1953-09-01 1957-09-01",94.04,1.55,5,"1953-09-01 1957-09-01",15.55,1.56,14,"1944-09-01 1957-09-01",21.11,0.64,5,"1953-09-01 1957-09-01",0.93,1.35,5,"1953-09-01 1957-09-01",53.27,2.25,5,"1953-09-01 1957-09-01",2.66,1.06,14,"1944-09-01 1957-09-01",1.77,0.53,5,"1953-09-01 1957-09-01",44.96,17.75,14,"1944-09-01 1957-09-01",,,,,,,,,0,0,3,"1955-09-01 1957-09-01",,,,
1958-08-01,13,0.64,5,"1953-08-01 1957-08-01",95.08,2.05,5,"1953-08-01 1957-08-01",21.74,1.41,14,"1944-08-01 1957-08-01",19.75,1.82,5,"1953-08-01 1957-08-01",6.3,0.86,5,"1953-08-01 1957-08-01",47.45,3.67,5,"1953-08-01 1957-08-01",6.93,1.21,14,"1944-08-01 1957-08-01",1.32,0.36,5,"1953-08-01 1957-08-01",58.46,14.73,14,"1944-08-01 1957-08-01",,,,,,,,,0,0,3,"1955-08-01 1957-08-01",,,,
1958-07-01,13.53,0.41,5,"1953-07-01 1957-07-01",94.08,1.35,5,"1953-07-01 1957-07-01",23.48,0.68,14,"1944-07-01 1957-07-01",19.86,2.48,5,"1953-07-01 1957-07-01",7.4,0.34,5,"1953-07-01 1957-07-01",46.56,1.98,5,"1953-07-01 1957-07-01",8.72,0.99,14,"1944-07-01 1957-07-01",1.2,0.2,5,"1953-07-01 1957-07-01",75.16,22.06,14,"1944-07-01 1957-07-01",,,,,,,,,0,0,3,"1955-07-01 1957-07-01",,,,
1958-06-01,9.83,1.09,5,"1953-06-01 1957-06-01",91.52,2.31,5,"1953-06-01 1957-06-01",20.71,1.44,14,"1944-06-01 1957-06-01",20.33,3.33,5,"1953-06-01 1957-06-01",3.58,1.09,5,"1953-06-01 1957-06-01",43.37,2.88,5,"1953-06-01 1957-06-01",5.66,1.51,14,"1944-06-01 1957-06-01",1.44,1,5,"1953-06-01 1957-06-01",61.48,33.78,14,"1944-06-01 1957-06-01",,,,,,,,,0,0,3,"1955-06-01 1957-06-01",,,,
1958-05-01,4.42,0.31,5,"1953-05-01 1957-05-01",86.52,4.18,5,"1953-05-01 1957-05-01",16.47,2.23,14,"1944-05-01 1957-05-01",22.31,3.27,5,"1953-05-01 1957-05-01",-2.5,0.9,5,"1953-05-01 1957-05-01",36.95,7.5,5,"1953-05-01 1957-05-01",1.74,1.54,14,"1944-05-01 1957-05-01",1.88,0.53,5,"1953-05-01 1957-05-01",27.11,15.15,14,"1944-05-01 1957-05-01",,,,,,,,,0,0,3,"1955-05-01 1957-05-01",,,,
1958-04-01,-3.09,2.9,5,"1953-04-01 1957-04-01",87.4,3.92,5,"1953-04-01 1957-04-01",7.32,4.43,14,"1944-04-01 1957-04-01",21.59,1.44,5,"1953-04-01 1957-04-01",-11.22,4.09,5,"1953-04-01 1957-04-01",42.56,3.04,5,"1953-04-01 1957-04-01",-6.18,4.07,14,"1944-04-01 1957-04-01",1.75,0.42,5,"1953-04-01 1957-04-01",20.24,12.41,14,"1944-04-01 1957-04-01",,,,,,,,,5.2,4.18,3,"1955-04-01 1957-04-01",,,,
1958-03-01,-9.08,2.61,5,"1953-03-01 1957-03-01",87.07,4.08,5,"1953-03-01 1957-03-01",-2.34,3.37,14,"1944-03-01 1957-03-01",20.49,1.94,5,"1953-03-01 1957-03-01",-19.5,4,5,"1953-03-01 1957-03-01",53.23,2.95,5,"1953-03-01 1957-03-01",-16.33,3.75,14,"1944-03-01 1957-03-01",2.2,0.76,5,"1953-03-01 1957-03-01",16.66,15.65,14,"1944-03-01 1957-03-01",,,,,,,,,31,13.95,3,"1955-03-01 1957-03-01",,,,
1958-02-01,-13.21,3.74,5,"1953-02-01 1957-02-01",87.49,5.22,5,"1953-02-01 1957-02-01",-11.05,3.83,14,"1944-02-01 1957-02-01",20.41,2.05,5,"1953-02-01 1957-02-01",-24.34,4.58,5,"1953-02-01 1957-02-01",62.47,5.84,5,"1953-02-01 1957-02-01",-23.65,3.97,14,"1944-02-01 1957-02-01",1.43,0.53,5,"1953-02-01 1957-02-01",16.73,14.54,14,"1944-02-01 1957-02-01",,,,,,,,,32.9,16.86,3,"1955-02-01 1957-02-01",,,,
1958-01-01,-20.66,3.68,5,"1953-01-01 1957-01-01",84.92,8.37,5,"1953-01-01 1957-01-01",-15.45,5.54,14,"1944-01-01 1957-01-01",16.36,3.32,5,"1953-01-01 1957-01-01",-30.8,3.29,5,"1953-01-01 1957-01-01",64.55,13.69,5,"1953-01-01 1957-01-01",-26.58,5.51,14,"1944-01-01 1957-01-01",1.26,1.12,5,"1953-01-01 1957-01-01",17.81,10.13,14,"1944-01-01 1957-01-01",,,,,,,,,26.4,18.03,3,"1955-01-01 1957-01-01",,,,
1957-12-01,-13.97,5.31,4,"1953-12-01 1956-12-01",83.79,5.8,4,"1953-12-01 1956-12-01",-12.38,4.65,13,"1944-12-01 1956-12-01",19.41,0.78,4,"1953-12-01 1956-12-01",-24.05,6.78,4,"1953-12-01 1956-12-01",61.23,10.05,4,"1953-12-01 1956-12-01",-22.33,4.99,13,"1944-12-01 1956-12-01",1.44,0.29,4,"1953-12-01 1956-12-01",20.38,11.27,13,"1944-12-01 1956-12-01",,,,,,,,,22.8,15.29,2,"1955-12-01 1956-12-01",,,,
1957-11-01,-6.01,5.78,4,"1953-11-01 1956-11-01",88.53,5.28,4,"1953-11-01 1956-11-01",-3.27,4.87,13,"1944-11-01 1956-11-01",19.15,2.62,4,"1953-11-01 1956-11-01",-14.79,7.31,4,"1953-11-01 1956-11-01",63.85,7.72,4,"1953-11-01 1956-11-01",-12.35,4.93,13,"1944-11-01 1956-11-01",1.47,0.63,4,"1953-11-01 1956-11-01",21.15,14.8,13,"1944-11-01 1956-11-01",,,,,,,,,9.2,7.43,2,"1955-11-01 1956-11-01",,,,
1957-10-01,1.17,1.08,4,"1953-10-01 1956-10-01",90.02,2.16,4,"1953-10-01 1956-10-01",8.7,2.81,13,"1944-10-01 1956-10-01",22.93,1.2,4,"1953-10-01 1956-10-01",-5.51,1.5,4,"1953-10-01 1956-10-01",49.98,2.45,4,"1953-10-01 1956-10-01",-2.86,1.82,13,"1944-10-01 1956-10-01",1.59,0.84,4,"1953-10-01 1956-10-01",17.93,8.97,13,"1944-10-01 1956-10-01",,,,,,,,,0.6,0.31,2,"1955-10-01 1956-10-01",,,,
1957-09-01,6.76,1.06,4,"1953-09-01 1956-09-01",94.28,1.65,4,"1953-09-01 1956-09-01",15.45,1.58,13,"1944-09-01 1956-09-01",21.02,0.69,4,"1953-09-01 1956-09-01",0.57,1.27,4,"1953-09-01 1956-09-01",53.77,2.25,4,"1953-09-01 1956-09-01",2.5,0.92,13,"1944-09-01 1956-09-01",1.72,0.58,4,"1953-09-01 1956-09-01",45.86,18.11,13,"1944-09-01 1956-09-01",,,,,,,,,0,0,2,"1955-09-01 1956-09-01",,,,
1957-08-01,12.96,0.71,4,"1953-08-01 1956-08-01",94.52,1.92,4,"1953-08-01 1956-08-01",21.76,1.46,13,"1944-08-01 1956-08-01",20.26,1.7,4,"1953-08-01 1956-08-01",6.45,0.9,4,"1953-08-01 1956-08-01",47.35,4.1,4,"1953-08-01 1956-08-01",6.92,1.25,13,"1944-08-01 1956-08-01",1.31,0.4,4,"1953-08-01 1956-08-01",58.51,15.28,13,"1944-08-01 1956-08-01",,,,,,,,,0,0,2,"1955-08-01 1956-08-01",,,,
1957-07-01,13.47,0.44,4,"1953-07-01 1956-07-01",93.74,1.31,4,"1953-07-01 1956-07-01",23.56,0.62,13,"1944-07-01 1956-07-01",19.84,2.78,4,"1953-07-01 1956-07-01",7.42,0.37,4,"1953-07-01 1956-07-01",45.59,0.43,4,"1953-07-01 1956-07-01",8.64,0.98,13,"1944-07-01 1956-07-01",1.2,0.22,4,"1953-07-01 1956-07-01",72.28,20.22,13,"1944-07-01 1956-07-01",,,,,,,,,0,0,2,"1955-07-01 1956-07-01",,,,
1957-06-01,10.1,1.07,4,"1953-06-01 1956-06-01",90.76,1.94,4,"1953-06-01 1956-06-01",20.8,1.45,13,"1944-06-01 1956-06-01",20.13,3.7,4,"1953-06-01 1956-06-01",4,0.8,4,"1953-06-01 1956-06-01",44.17,2.67,4,"1953-06-01 1956-06-01",5.72,1.55,13,"1944-06-01 1956-06-01",1.57,1.08,4,"1953-06-01 1956-06-01",62.14,34.97,13,"1944-06-01 1956-06-01",,,,,,,,,0,0,2,"1955-06-01 1956-06-01",,,,
1957-05-01,4.3,0.23,4,"1953-05-01 1956-05-01",85.11,3.47,4,"1953-05-01 1956-05-01",16.65,2.21,13,"1944-05-01 1956-05-01",22.52,3.62,4,"1953-05-01 1956-05-01",-2.84,0.67,4,"1953-05-01 1956-05-01",34.45,6.25,4,"1953-05-01 1956-05-01",1.72,1.6,13,"1944-05-01 1956-05-01",1.84,0.59,4,"1953-05-01 1956-05-01",26.65,15.63,13,"1944-05-01 1956-05-01",,,,,,,,,0,0,2,"1955-05-01 1956-05-01",,,,
1957-04-01,-3.28,3.21,4,"1953-04-01 1956-04-01",87.82,4.28,4,"1953-04-01 1956-04-01",7.25,4.59,13,"1944-04-01 1956-04-01",21.64,1.6,4,"1953-04-01 1956-04-01",-11.75,4.42,4,"1953-04-01 1956-04-01",43.77,2.03,4,"1953-04-01 1956-04-01",-6.27,4.21,13,"1944-04-01 1956-04-01",1.79,0.45,4,"1953-04-01 1956-04-01",21.16,12.41,13,"1944-04-01 1956-04-01",,,,,,,,,6.8,4.35,2,"1955-04-01 1956-04-01",,,,
1957-03-01,-9.6,2.67,4,"1953-03-01 1956-03-01",87.01,4.56,4,"1953-03-01 1956-03-01",-2.52,3.44,13,"1944-03-01 1956-03-01",20.47,2.16,4,"1953-03-01 1956-03-01",-20.11,4.26,4,"1953-03-01 1956-03-01",54.22,2.45,4,"1953-03-01 1956-03-01",-16.49,3.85,13,"1944-03-01 1956-03-01",2.07,0.8,4,"1953-03-01 1956-03-01",17.01,16.18,13,"1944-03-01 1956-03-01",,,,,,,,,40.1,6.66,2,"1955-03-01 1956-03-01",,,,
1957-02-01,-12.26,3.6,4,"1953-02-01 1956-02-01",87.81,5.79,4,"1953-02-01 1956-02-01",-10.89,3.93,13,"1944-02-01 1956-02-01",19.67,1.58,4,"1953-02-01 1956-02-01",-23.58,4.83,4,"1953-02-01 1956-02-01",63.17,6.34,4,"1953-02-01 1956-02-01",-23.59,4.12,13,"1944-02-01 1956-02-01",1.45,0.59,4,"1953-02-01 1956-02-01",17.45,14.85,13,"1944-02-01 1956-02-01",,,,,,,,,43.8,8.37,2,"1955-02-01 1956-02-01",,,,
1957-01-01,-21.28,3.87,4,"1953-01-01 1956-01-01",86.83,8.33,4,"1953-01-01 1956-01-01",-15.51,5.74,13,"1944-01-01 1956-01-01",15.1,2.42,4,"1953-01-01 1956-01-01",-30.51,3.62,4,"1953-01-01 1956-01-01",68.68,12.2,4,"1953-01-01 1956-01-01",-26.78,5.67,13,"1944-01-01 1956-01-01",0.84,0.81,4,"1953-01-01 1956-01-01",18.18,10.42,13,"1944-01-01 1956-01-01",,,,,,,,,37.2,11.81,2,"1955-01-01 1956-01-01",,,,
1956-12-01,-13.14,5.9,3,"1953-12-01 1955-12-01",85.38,5.9,3,"1953-12-01 1955-12-01",-12.38,4.84,12,"1944-12-01 1955-12-01",18.99,0.31,3,"1953-12-01 1955-12-01",-22.45,7.15,3,"1953-12-01 1955-12-01",65.11,8.63,3,"1953-12-01 1955-12-01",-22.32,5.19,12,"1944-12-01 1955-12-01",1.43,0.34,3,"1953-12-01 1955-12-01",20.48,11.73,12,"1944-12-01 1955-12-01",,,,,,,,,38.1,0,1,"1955-12-01 1955-12-01",,,,
1956-11-01,-7.07,6.33,3,"1953-11-01 1955-11-01",89.02,6.02,3,"1953-11-01 1955-11-01",-3.77,4.73,12,"1944-11-01 1955-11-01",17.78,1.27,3,"1953-11-01 1955-11-01",-15.65,8.26,3,"1953-11-01 1955-11-01",65.94,7.87,3,"1953-11-01 1955-11-01",-12.68,4.99,12,"1944-11-01 1955-11-01",1.4,0.72,3,"1953-11-01 1955-11-01",21.32,15.39,12,"1944-11-01 1955-11-01",,,,,,,,,16.7,0,1,"1955-11-01 1955-11-01",,,,
1956-10-01,1.66,0.75,3,"1953-10-01 1955-10-01",90.95,1.69,3,"1953-10-01 1955-10-01",8.81,2.9,12,"1944-10-01 1955-10-01",22.39,0.86,3,"1953-10-01 1955-10-01",-4.77,0.9,3,"1953-10-01 1955-10-01",50.13,2.81,3,"1953-10-01 1955-10-01",-2.83,1.89,12,"1944-10-01 1955-10-01",1.34,0.83,3,"1953-10-01 1955-10-01",17.17,8.92,12,"1944-10-01 1955-10-01",,,,,,,,,0.9,0,1,"1955-10-01 1955-10-01",,,,
1956-09-01,7.12,1,3,"1953-09-01 1955-09-01",94.69,1.71,3,"1953-09-01 1955-09-01",15.64,1.5,12,"1944-09-01 1955-09-01",21.28,0.61,3,"1953-09-01 1955-09-01",1.04,1.13,3,"1953-09-01 1955-09-01",54.07,2.53,3,"1953-09-01 1955-09-01",2.56,0.94,12,"1944-09-01 1955-09-01",1.86,0.61,3,"1953-09-01 1955-09-01",42.17,13.36,12,"1944-09-01 1955-09-01",,,,,,,,,0,0,1,"1955-09-01 1955-09-01",,,,
1956-08-01,12.98,0.82,3,"1953-08-01 1955-08-01",95.26,1.66,3,"1953-08-01 1955-08-01",21.72,1.51,12,"1944-08-01 1955-08-01",19.83,1.76,3,"1953-08-01 1955-08-01",6.66,0.95,3,"1953-08-01 1955-08-01",47.52,4.72,3,"1953-08-01 1955-08-01",6.8,1.23,12,"1944-08-01 1955-08-01",1.15,0.33,3,"1953-08-01 1955-08-01",56.82,14.69,12,"1944-08-01 1955-08-01",,,,,,,,,0,0,1,"1955-08-01 1955-08-01",,,,
